group,key,task,total,pos_support,neg_support,accuracy,tpr_recall_sensitivity,tnr_specificity,fpr,fnr,precision_ppv,npv,f1,f0_5,f2,prevalence,predicted_positive_rate,predicted_negative_rate,fdr,for,threat_score,mcc,balanced_accuracy,youden_j,g_mean,lr_plus,lr_minus,diagnostic_odds_ratio,cohens_kappa,markedness,owasp_score,TP,FP,TN,FN
category,sqli,any_alert,504,272,232,0.6904761904761905,0.9227941176470589,0.41810344827586204,0.5818965517241379,0.07720588235294112,0.6502590673575129,0.8220338983050848,0.7629179331306991,0.6910792951541851,0.8514246947082769,0.5396825396825397,0.7658730158730159,0.23412698412698413,0.34974093264248707,0.17796610169491525,0.6167076167076168,0.4012524422316919,0.6704487829614605,0.340897565922921,0.6211468446647032,1.585838779956427,0.18465736810187983,8.588007054673726,0.3536761804550835,0.4722929656625978,34.0897565922921,251,135,97,21
category,sqli,cwe_aware,504,272,232,0.6904761904761905,0.9227941176470589,0.41810344827586204,0.5818965517241379,0.07720588235294112,0.6502590673575129,0.8220338983050848,0.7629179331306991,0.6910792951541851,0.8514246947082769,0.5396825396825397,0.7658730158730159,0.23412698412698413,0.34974093264248707,0.17796610169491525,0.6167076167076168,0.4012524422316919,0.6704487829614605,0.340897565922921,0.6211468446647032,1.585838779956427,0.18465736810187983,8.588007054673726,0.3536761804550835,0.4722929656625978,34.0897565922921,251,135,97,21
category,weakrand,any_alert,493,218,275,0.6774847870182555,0.5458715596330275,0.7818181818181819,0.21818181818181814,0.45412844036697253,0.664804469273743,0.6847133757961783,0.5994962216624684,0.6370449678800857,0.566127497621313,0.4421906693711968,0.3630831643002028,0.6369168356997972,0.33519553072625696,0.31528662420382164,0.42805755395683454,0.3384278538825467,0.6638448707256046,0.3276897414512092,0.653278126266714,2.5019113149847096,0.5808619586089183,4.307239057239057,0.33388002753299273,0.34951784506992123,32.76897414512092,119,60,215,99
category,weakrand,cwe_aware,493,218,275,0.6673427991886409,0.5229357798165137,0.7818181818181819,0.21818181818181814,0.47706422018348627,0.6551724137931034,0.6739811912225705,0.5816326530612245,0.6236323851203501,0.5449330783938814,0.4421906693711968,0.35294117647058826,0.6470588235294118,0.3448275862068966,0.32601880877742945,0.41007194244604317,0.3167189055217077,0.6523769808173479,0.3047539616346957,0.6394065221624032,2.3967889908256885,0.6101984211649243,3.927884615384616,0.3112648221343872,0.3291536050156738,30.47539616346957,114,60,215,104
category,ldapi,any_alert,59,27,32,0.5423728813559322,0.6666666666666666,0.4375,0.5625,0.33333333333333337,0.5,0.6086956521739131,0.5714285714285715,0.5263157894736842,0.625,0.4576271186440678,0.6101694915254238,0.3898305084745763,0.5,0.391304347826087,0.4,0.10640706634484356,0.5520833333333333,0.10416666666666652,0.5400617248673216,1.1851851851851851,0.761904761904762,1.5555555555555554,0.10152284263959388,0.10869565217391308,10.416666666666652,18,18,14,9
category,ldapi,cwe_aware,59,27,32,0.5423728813559322,0.6666666666666666,0.4375,0.5625,0.33333333333333337,0.5,0.6086956521739131,0.5714285714285715,0.5263157894736842,0.625,0.4576271186440678,0.6101694915254238,0.3898305084745763,0.5,0.391304347826087,0.4,0.10640706634484356,0.5520833333333333,0.10416666666666652,0.5400617248673216,1.1851851851851851,0.761904761904762,1.5555555555555554,0.10152284263959388,0.10869565217391308,10.416666666666652,18,18,14,9
category,xss,any_alert,455,246,209,0.843956043956044,0.8495934959349594,0.8373205741626795,0.16267942583732053,0.15040650406504064,0.8600823045267489,0.8254716981132075,0.8548057259713702,0.8579638752052545,0.8516707416462918,0.5406593406593406,0.5340659340659341,0.46593406593406594,0.13991769547325103,0.17452830188679244,0.7464285714285714,0.6862336994239935,0.8434570350488194,0.6869140700976388,0.8434347122457898,5.222501195600192,0.17962833914053425,29.073926868044524,0.6861733648082845,0.6855540026399565,68.69140700976388,209,34,175,37
category,xss,cwe_aware,455,246,209,0.8395604395604396,0.8414634146341463,0.8373205741626795,0.16267942583732053,0.1585365853658537,0.8589211618257261,0.8177570093457944,0.8501026694045174,0.8553719008264462,0.8448979591836735,0.5406593406593406,0.5296703296703297,0.4703296703296703,0.14107883817427386,0.1822429906542056,0.7392857142857143,0.6777302620951391,0.8393919943984129,0.6787839887968259,0.8393894385077478,5.172525107604018,0.18933797909407668,27.319004524886882,0.6775649675283703,0.6766781711715204,67.87839887968259,207,34,175,39
category,securecookie,any_alert,67,36,31,0.417910447761194,0.1388888888888889,0.7419354838709677,0.25806451612903225,0.8611111111111112,0.38461538461538464,0.42592592592592593,0.20408163265306123,0.28409090909090906,0.1592356687898089,0.5373134328358209,0.19402985074626866,0.8059701492537313,0.6153846153846154,0.5740740740740741,0.11363636363636363,-0.15026263059169054,0.4404121863799283,-0.11917562724014341,0.3210087148070576,0.5381944444444445,1.1606280193236715,0.46370967741935487,-0.11333617383894332,-0.18945868945868938,-11.917562724014342,5,8,23,31
category,securecookie,cwe_aware,67,36,31,0.40298507462686567,0.1111111111111111,0.7419354838709677,0.25806451612903225,0.8888888888888888,0.3333333333333333,0.41818181818181815,0.16666666666666666,0.23809523809523808,0.1282051282051282,0.5373134328358209,0.1791044776119403,0.8208955223880597,0.6666666666666666,0.5818181818181818,0.09090909090909091,-0.1910908019246628,0.42652329749103945,-0.1469534050179211,0.28711892307136966,0.4305555555555555,1.1980676328502415,0.359375,-0.1394557823129252,-0.24848484848484853,-14.69534050179211,4,8,23,32
category,xpathi,any_alert,35,15,20,0.6857142857142857,0.8,0.6,0.4,0.19999999999999996,0.6,0.8,0.6857142857142857,0.6315789473684211,0.7500000000000001,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.4,0.2,0.5217391304347826,0.4,0.7,0.3999999999999999,0.6928203230275509,2.0,0.33333333333333326,6.000000000000002,0.384,0.3999999999999999,39.99999999999999,12,8,12,3
category,xpathi,cwe_aware,35,15,20,0.6285714285714286,0.6666666666666666,0.6,0.4,0.33333333333333337,0.5555555555555556,0.7058823529411765,0.606060606060606,0.5747126436781609,0.641025641025641,0.42857142857142855,0.5142857142857142,0.4857142857142857,0.4444444444444444,0.29411764705882354,0.43478260869565216,0.2640393447937798,0.6333333333333333,0.2666666666666666,0.6324555320336759,1.6666666666666665,0.5555555555555557,2.999999999999999,0.2601626016260163,0.261437908496732,26.66666666666666,10,8,12,5
